Train_No,Distance,Route_Type,Start_Time,End_Time,Journey_Duration_Hours,Number_of_Stations,Number_of_Stops
107,78,Short,1900-01-01 10:25:00,1900-01-01 12:10:00,1.75,4,3
108,83,Short,1900-01-01 20:30:00,1900-01-01 22:25:00,1.9166666666666667,4,3
128,978,Long,1900-01-01 19:40:00,1900-01-01 17:45:00,22.083333333333332,22,21
290,2694,Long,1900-01-01 18:30:00,1900-01-01 02:30:00,8.0,14,13
401,1618,Long,1900-01-01 21:30:00,1900-01-01 10:00:00,12.5,12,11
421,1276,Long,1900-01-01 23:00:00,1900-01-01 08:00:00,9.0,5,4
422,1277,Long,1900-01-01 11:45:00,1900-01-01 14:30:00,2.75,5,4
477,2616,Long,1900-01-01 12:10:00,1900-01-01 15:20:00,3.1666666666666665,14,13
502,1206,Long,1900-01-01 10:30:00,1900-01-01 09:30:00,23.0,9,8
504,1313,Long,1900-01-01 09:00:00,1900-01-01 10:00:00,1.0,3,2
506,1161,Long,1900-01-01 14:15:00,1900-01-01 15:45:00,1.5,3,2
557,1301,Long,1900-01-01 23:30:00,1900-01-01 11:00:00,11.5,2,1
604,1429,Long,1900-01-01 12:30:00,1900-01-01 16:00:00,3.5,3,2
1011,841,Long,1900-01-01 00:20:00,1900-01-01 14:20:00,14.0,18,17
1037,513,Long,1900-01-01 01:10:00,1900-01-01 10:30:00,9.333333333333334,10,9
1038,503,Long,1900-01-01 14:05:00,1900-01-01 00:20:00,10.25,10,9
1045,563,Long,1900-01-01 01:10:00,1900-01-01 11:00:00,9.833333333333334,11,10
1119,1329,Long,1900-01-01 19:50:00,1900-01-01 20:30:00,0.6666666666666666,24,23
1120,1319,Long,1900-01-01 21:30:00,1900-01-01 22:00:00,0.5,24,23
1122,569,Long,1900-01-01 22:30:00,1900-01-01 10:30:00,12.0,14,13
1196,1332,Long,1900-01-01 19:50:00,1900-01-01 21:30:00,1.6666666666666667,26,25
1301,976,Long,1900-01-01 18:50:00,1900-01-01 12:30:00,17.666666666666668,17,16
1302,973,Long,1900-01-01 15:45:00,1900-01-01 13:10:00,21.416666666666668,17,16
1442,1581,Long,1900-01-01 11:15:00,1900-01-01 02:15:00,15.0,13,12
1655,1050,Long,1900-01-01 10:45:00,1900-01-01 06:15:00,19.5,13,12
1656,1050,Long,1900-01-01 19:30:00,1900-01-01 14:05:00,18.583333333333332,13,12
1705,1261,Long,1900-01-01 00:15:00,1900-01-01 21:40:00,21.416666666666668,14,13
1706,1262,Long,1900-01-01 14:20:00,1900-01-01 11:15:00,20.916666666666668,14,13
1707,1360,Long,1900-01-01 09:15:00,1900-01-01 11:45:00,2.5,17,16
1708,1362,Long,1900-01-01 14:45:00,1900-01-01 17:20:00,2.5833333333333335,17,16
2025,579,Long,1900-01-01 05:00:00,1900-01-01 13:20:00,8.333333333333334,7,6
2026,569,Long,1900-01-01 14:30:00,1900-01-01 23:00:00,8.5,7,6
2191,1123,Long,1900-01-01 20:10:00,1900-01-01 16:00:00,19.833333333333332,16,15
2192,1123,Long,1900-01-01 20:40:00,1900-01-01 15:50:00,19.166666666666668,16,15
2195,551,Long,1900-01-01 13:20:00,1900-01-01 23:00:00,9.666666666666666,10,9
2196,549,Long,1900-01-01 23:45:00,1900-01-01 09:45:00,10.0,10,9
2515,3939,Long,1900-01-01 00:05:00,1900-01-01 05:00:00,4.916666666666667,58,57
2651,62,Short,1900-01-01 07:45:00,1900-01-01 09:10:00,1.4166666666666667,3,2
2652,62,Short,1900-01-01 16:45:00,1900-01-01 18:10:00,1.4166666666666667,3,2
2731,1854,Long,1900-01-01 16:25:00,1900-01-01 06:25:00,14.0,29,28
2732,1853,Long,1900-01-01 14:35:00,1900-01-01 02:00:00,11.416666666666666,29,28
2821,2066,Long,1900-01-01 10:30:00,1900-01-01 18:15:00,7.75,14,13
2822,2073,Long,1900-01-01 18:30:00,1900-01-01 02:45:00,8.25,14,13
2833,2332,Long,1900-01-01 22:20:00,1900-01-01 16:35:00,18.25,29,28
2834,2351,Long,1900-01-01 21:05:00,1900-01-01 13:45:00,16.666666666666668,29,28
2841,1656,Long,1900-01-01 12:40:00,1900-01-01 15:20:00,2.6666666666666665,12,11
2842,1656,Long,1900-01-01 18:20:00,1900-01-01 23:30:00,5.166666666666667,12,11
2845,1770,Long,1900-01-01 10:45:00,1900-01-01 18:20:00,7.583333333333333,17,16
2846,1791,Long,1900-01-01 21:00:00,1900-01-01 02:45:00,5.75,17,16
3101,523,Long,1900-01-01 23:55:00,1900-01-01 11:50:00,11.916666666666666,9,8
3102,522,Long,1900-01-01 22:45:00,1900-01-01 10:25:00,11.666666666666666,9,8
3301,58,Short,1900-01-01 10:10:00,1900-01-01 11:35:00,1.4166666666666667,13,12
3302,58,Short,1900-01-01 11:45:00,1900-01-01 13:10:00,1.4166666666666667,13,12
3305,3,Short,1900-01-01 11:30:00,1900-01-01 11:50:00,0.3333333333333333,2,1
3306,3,Short,1900-01-01 12:05:00,1900-01-01 12:25:00,0.3333333333333333,2,1
3307,4,Short,1900-01-01 14:40:00,1900-01-01 15:15:00,0.5833333333333334,4,3
3308,4,Short,1900-01-01 13:15:00,1900-01-01 13:45:00,0.5,4,3
3501,1193,Long,1900-01-01 18:30:00,1900-01-01 14:10:00,19.666666666666668,5,4
3502,1193,Long,1900-01-01 19:50:00,1900-01-01 17:30:00,21.666666666666668,5,4
4401,710,Long,1900-01-01 22:20:00,1900-01-01 13:00:00,14.666666666666666,13,12
4402,710,Long,1900-01-01 23:50:00,1900-01-01 14:05:00,14.25,13,12
4409,653,Long,1900-01-01 21:10:00,1900-01-01 11:30:00,14.333333333333334,7,6
4410,653,Long,1900-01-01 13:30:00,1900-01-01 03:15:00,13.75,7,6
4419,1916,Long,1900-01-01 10:40:00,1900-01-01 16:55:00,6.25,13,12
4420,1924,Long,1900-01-01 15:35:00,1900-01-01 19:40:00,4.083333333333333,13,12
4735,691,Long,1900-01-01 19:45:00,1900-01-01 10:25:00,14.666666666666666,17,16
4736,691,Long,1900-01-01 19:50:00,1900-01-01 09:25:00,13.583333333333334,17,16
4767,67,Short,1900-01-01 14:25:00,1900-01-01 16:05:00,1.6666666666666667,10,9
4768,67,Short,1900-01-01 11:10:00,1900-01-01 13:00:00,1.8333333333333333,10,9
4769,67,Short,1900-01-01 17:45:00,1900-01-01 19:30:00,1.75,10,9
4770,67,Short,1900-01-01 15:30:00,1900-01-01 17:05:00,1.5833333333333333,10,9
4771,232,Medium,1900-01-01 02:35:00,1900-01-01 08:45:00,6.166666666666667,24,23
4772,232,Medium,1900-01-01 18:45:00,1900-01-01 01:00:00,6.25,24,23
4773,125,Short,1900-01-01 19:35:00,1900-01-01 22:40:00,3.0833333333333335,16,15
4774,125,Short,1900-01-01 01:20:00,1900-01-01 03:55:00,2.5833333333333335,10,9
4801,21,Short,1900-01-01 06:30:00,1900-01-01 07:30:00,1.0,3,2
4802,21,Short,1900-01-01 19:20:00,1900-01-01 20:20:00,1.0,3,2
4831,882,Long,1900-01-01 13:30:00,1900-01-01 10:45:00,21.25,22,21
4832,881,Long,1900-01-01 16:45:00,1900-01-01 11:45:00,19.0,22,21
4851,197,Short,1900-01-01 06:50:00,1900-01-01 11:30:00,4.666666666666667,21,20
4852,197,Short,1900-01-01 16:55:00,1900-01-01 22:00:00,5.083333333333333,21,20
4853,42,Short,1900-01-01 11:55:00,1900-01-01 13:10:00,1.25,6,5
4854,42,Short,1900-01-01 15:45:00,1900-01-01 16:45:00,1.0,6,5
4921,81,Short,1900-01-01 04:45:00,1900-01-01 06:30:00,1.75,13,12
4922,81,Short,1900-01-01 20:45:00,1900-01-01 22:40:00,1.9166666666666667,13,12
4991,99,Short,1900-01-01 14:40:00,1900-01-01 17:10:00,2.5,14,13
4992,99,Short,1900-01-01 09:50:00,1900-01-01 12:10:00,2.3333333333333335,14,13
5061,112,Short,1900-01-01 06:45:00,1900-01-01 09:50:00,3.0833333333333335,5,4
5062,112,Short,1900-01-01 17:20:00,1900-01-01 20:05:00,2.75,5,4
5065,503,Long,1900-01-01 19:30:00,1900-01-01 08:15:00,12.75,15,14
5066,505,Long,1900-01-01 20:25:00,1900-01-01 08:25:00,12.0,15,14
5105,64,Short,1900-01-01 11:45:00,1900-01-01 13:35:00,1.8333333333333333,4,3
5106,64,Short,1900-01-01 14:10:00,1900-01-01 15:40:00,1.5,4,3
5305,136,Short,1900-01-01 14:55:00,1900-01-01 18:25:00,3.5,11,10
5306,136,Short,1900-01-01 11:35:00,1900-01-01 14:30:00,2.9166666666666665,11,10
5309,81,Short,1900-01-01 20:55:00,1900-01-01 22:45:00,1.8333333333333333,6,5
5310,81,Short,1900-01-01 17:30:00,1900-01-01 19:25:00,1.9166666666666667,6,5
5521,81,Short,1900-01-01 20:40:00,1900-01-01 00:25:00,3.75,12,11
5522,81,Short,1900-01-01 05:10:00,1900-01-01 08:00:00,2.8333333333333335,12,11
5613,85,Short,1900-01-01 06:00:00,1900-01-01 08:05:00,2.0833333333333335,11,10
5614,85,Short,1900-01-01 19:10:00,1900-01-01 21:25:00,2.25,9,8
5619,153,Short,1900-01-01 13:20:00,1900-01-01 17:30:00,4.166666666666667,20,19
5620,153,Short,1900-01-01 08:45:00,1900-01-01 12:50:00,4.083333333333333,20,19
5631,380,Medium,1900-01-01 17:30:00,1900-01-01 05:55:00,12.416666666666666,10,9
5632,379,Medium,1900-01-01 19:20:00,1900-01-01 07:45:00,12.416666666666666,10,9
5715,87,Short,1900-01-01 03:00:00,1900-01-01 05:10:00,2.1666666666666665,2,1
5716,87,Short,1900-01-01 04:00:00,1900-01-01 06:30:00,2.5,2,1
5719,204,Medium,1900-01-01 23:15:00,1900-01-01 03:15:00,4.0,11,10
5720,205,Medium,1900-01-01 18:00:00,1900-01-01 23:00:00,5.0,11,10
5863,89,Short,1900-01-01 18:20:00,1900-01-01 21:25:00,3.0833333333333335,15,14
5864,88,Short,1900-01-01 05:00:00,1900-01-01 07:45:00,2.75,15,14
5865,426,Medium,1900-01-01 08:15:00,1900-01-01 20:20:00,12.083333333333334,53,52
5866,425,Medium,1900-01-01 06:00:00,1900-01-01 17:45:00,11.75,53,52
6001,649,Long,1900-01-01 21:50:00,1900-01-01 10:30:00,12.666666666666666,14,13
6002,649,Long,1900-01-01 15:00:00,1900-01-01 03:30:00,12.5,15,14
6006,699,Long,1900-01-01 19:25:00,1900-01-01 10:30:00,15.083333333333334,14,13
6009,1844,Long,1900-01-01 14:10:00,1900-01-01 20:15:00,6.083333333333333,27,26
6010,1843,Long,1900-01-01 19:15:00,1900-01-01 04:30:00,9.25,27,26
6041,849,Long,1900-01-01 18:20:00,1900-01-01 11:00:00,16.666666666666668,19,18
6042,851,Long,1900-01-01 16:15:00,1900-01-01 08:30:00,16.25,20,19
6043,849,Long,1900-01-01 22:30:00,1900-01-01 14:30:00,16.0,18,17
6044,852,Long,1900-01-01 15:15:00,1900-01-01 07:20:00,16.083333333333332,19,18
6046,852,Long,1900-01-01 14:45:00,1900-01-01 08:45:00,18.0,19,18
6047,849,Long,1900-01-01 18:20:00,1900-01-01 10:30:00,16.166666666666668,19,18
6048,852,Long,1900-01-01 13:30:00,1900-01-01 06:30:00,17.0,20,19
6049,855,Long,1900-01-01 14:45:00,1900-01-01 05:50:00,15.083333333333334,19,18
6050,857,Long,1900-01-01 13:00:00,1900-01-01 05:30:00,16.5,20,19
6053,626,Long,1900-01-01 18:35:00,1900-01-01 05:10:00,10.583333333333334,14,13
6054,627,Long,1900-01-01 15:40:00,1900-01-01 05:00:00,13.333333333333334,14,13
6057,1656,Long,1900-01-01 23:50:00,1900-01-01 05:30:00,5.666666666666667,19,18
6058,1655,Long,1900-01-01 15:15:00,1900-01-01 19:00:00,3.75,19,18
6065,500,Medium,1900-01-01 17:20:00,1900-01-01 06:45:00,13.416666666666666,13,12
6066,501,Long,1900-01-01 15:55:00,1900-01-01 02:30:00,10.583333333333334,13,12
6067,522,Long,1900-01-01 19:45:00,1900-01-01 05:40:00,9.916666666666666,9,8
6068,522,Long,1900-01-01 17:30:00,1900-01-01 05:25:00,11.916666666666666,9,8
6081,45,Short,1900-01-01 13:35:00,1900-01-01 14:45:00,1.1666666666666667,4,3
6082,45,Short,1900-01-01 15:05:00,1900-01-01 16:15:00,1.1666666666666667,4,3
6412,2462,Long,1900-01-01 11:10:00,1900-01-01 16:20:00,5.166666666666667,21,20
6512,77,Short,1900-01-01 08:00:00,1900-01-01 10:20:00,2.3333333333333335,14,13
6513,17,Short,1900-01-01 07:10:00,1900-01-01 07:45:00,0.5833333333333334,6,5
6541,881,Long,1900-01-01 18:00:00,1900-01-01 11:35:00,17.583333333333332,14,13
6542,878,Long,1900-01-01 13:35:00,1900-01-01 06:20:00,16.75,14,13
6547,632,Long,1900-01-01 22:45:00,1900-01-01 10:30:00,11.75,14,13
6548,634,Long,1900-01-01 14:45:00,1900-01-01 04:30:00,13.75,13,12
6579,1089,Long,1900-01-01 18:35:00,1900-01-01 14:35:00,20.0,21,20
6580,1086,Long,1900-01-01 13:45:00,1900-01-01 09:05:00,19.333333333333332,21,20
6581,607,Long,1900-01-01 20:15:00,1900-01-01 09:31:00,13.266666666666667,85,84
6582,604,Long,1900-01-01 19:10:00,1900-01-01 08:26:00,13.266666666666667,85,84
6591,62,Short,1900-01-01 06:30:00,1900-01-01 08:00:00,1.5,9,8
6592,61,Short,1900-01-01 08:15:00,1900-01-01 09:50:00,1.5833333333333333,9,8
6593,10,Short,1900-01-01 18:15:00,1900-01-01 18:40:00,0.4166666666666667,4,3
6594,10,Short,1900-01-01 08:25:00,1900-01-01 08:50:00,0.4166666666666667,4,3
6595,33,Short,1900-01-01 10:35:00,1900-01-01 11:25:00,0.8333333333333334,7,6
6596,33,Short,1900-01-01 13:15:00,1900-01-01 14:25:00,1.1666666666666667,7,6
6647,89,Short,1900-01-01 05:30:00,1900-01-01 07:40:00,2.1666666666666665,8,7
6648,89,Short,1900-01-01 16:00:00,1900-01-01 18:30:00,2.5,8,7
6769,116,Short,1900-01-01 04:50:00,1900-01-01 07:30:00,2.6666666666666665,11,10
6770,116,Short,1900-01-01 19:25:00,1900-01-01 22:30:00,3.0833333333333335,11,10
6851,10,Short,1900-01-01 06:00:00,1900-01-01 06:20:00,0.3333333333333333,3,2
6852,10,Short,1900-01-01 21:05:00,1900-01-01 21:30:00,0.4166666666666667,3,2
6853,10,Short,1900-01-01 14:45:00,1900-01-01 15:08:00,0.38333333333333336,3,2
6854,10,Short,1900-01-01 14:10:00,1900-01-01 14:35:00,0.4166666666666667,3,2
6919,247,Medium,1900-01-01 06:25:00,1900-01-01 13:21:00,6.933333333333334,36,35
6920,248,Medium,1900-01-01 13:30:00,1900-01-01 20:21:00,6.85,36,35
7005,2276,Long,1900-01-01 21:30:00,1900-01-01 17:30:00,20.0,34,33
7006,2297,Long,1900-01-01 01:30:00,1900-01-01 23:15:00,21.75,34,33
7007,2023,Long,1900-01-01 22:00:00,1900-01-01 13:45:00,15.75,27,26
7008,2033,Long,1900-01-01 05:00:00,1900-01-01 22:10:00,17.166666666666668,28,27
7016,670,Long,1900-01-01 18:45:00,1900-01-01 07:50:00,13.083333333333334,18,17
7044,735,Long,1900-01-01 16:45:00,1900-01-01 07:50:00,15.083333333333334,11,10
7061,217,Medium,1900-01-01 09:00:00,1900-01-01 13:30:00,4.5,8,7
7062,437,Medium,1900-01-01 15:00:00,1900-01-01 03:30:00,12.5,14,13
7075,554,Long,1900-01-01 19:20:00,1900-01-01 05:30:00,10.166666666666666,17,16
7076,553,Long,1900-01-01 18:10:00,1900-01-01 06:00:00,11.833333333333334,17,16
7109,1589,Long,1900-01-01 15:55:00,1900-01-01 23:10:00,7.25,40,39
7110,1593,Long,1900-01-01 02:15:00,1900-01-01 10:30:00,8.25,40,39
7113,1543,Long,1900-01-01 16:00:00,1900-01-01 23:10:00,7.166666666666667,37,36
7133,1508,Long,1900-01-01 15:30:00,1900-01-01 23:10:00,7.666666666666667,39,38
7134,1511,Long,1900-01-01 02:15:00,1900-01-01 10:30:00,8.25,39,38
7141,1560,Long,1900-01-01 16:15:00,1900-01-01 23:10:00,6.916666666666667,39,38
7142,1563,Long,1900-01-01 02:15:00,1900-01-01 08:30:00,6.25,39,38
7146,763,Long,1900-01-01 17:00:00,1900-01-01 06:30:00,13.5,16,15
7149,2563,Long,1900-01-01 07:30:00,1900-01-01 08:45:00,1.25,37,36
7211,1433,Long,1900-01-01 23:50:00,1900-01-01 06:30:00,6.666666666666667,36,35
7212,1436,Long,1900-01-01 09:30:00,1900-01-01 13:30:00,4.0,36,35
7213,1221,Long,1900-01-01 04:00:00,1900-01-01 06:30:00,2.5,29,28
7214,1226,Long,1900-01-01 09:30:00,1900-01-01 09:35:00,0.08333333333333333,30,29
7217,1360,Long,1900-01-01 23:50:00,1900-01-01 06:30:00,6.666666666666667,37,36
7218,1363,Long,1900-01-01 09:30:00,1900-01-01 13:45:00,4.25,37,36
7410,1147,Long,1900-01-01 09:15:00,1900-01-01 09:30:00,0.25,29,28
7417,1330,Long,1900-01-01 07:30:00,1900-01-01 11:55:00,4.416666666666667,33,32
7418,1331,Long,1900-01-01 22:00:00,1900-01-01 04:00:00,6.0,33,32
7425,537,Long,1900-01-01 18:45:00,1900-01-01 06:00:00,11.25,15,14
7426,537,Long,1900-01-01 17:50:00,1900-01-01 05:10:00,11.333333333333334,15,14
7429,742,Long,1900-01-01 18:30:00,1900-01-01 07:00:00,12.5,11,10
7430,744,Long,1900-01-01 14:15:00,1900-01-01 04:00:00,13.75,11,10
7431,597,Long,1900-01-01 20:10:00,1900-01-01 07:10:00,11.0,13,12
7432,597,Long,1900-01-01 17:00:00,1900-01-01 04:00:00,11.0,14,13
7435,555,Long,1900-01-01 18:00:00,1900-01-01 06:00:00,12.0,14,13
7436,554,Long,1900-01-01 19:15:00,1900-01-01 07:20:00,12.083333333333334,15,14
7438,1533,Long,1900-01-01 13:00:00,1900-01-01 19:45:00,6.75,28,27
7439,1533,Long,1900-01-01 22:50:00,1900-01-01 05:00:00,6.166666666666667,28,27
7487,735,Long,1900-01-01 22:30:00,1900-01-01 10:45:00,12.25,11,10
7505,1973,Long,1900-01-01 11:00:00,1900-01-01 03:45:00,16.75,49,48
7509,1886,Long,1900-01-01 13:25:00,1900-01-01 03:45:00,14.333333333333334,47,46
7517,350,Medium,1900-01-01 22:30:00,1900-01-01 07:45:00,9.25,9,8
7525,322,Medium,1900-01-01 12:00:00,1900-01-01 21:15:00,9.25,33,32
7526,322,Medium,1900-01-01 05:00:00,1900-01-01 15:00:00,10.0,33,32
7603,624,Long,1900-01-01 18:00:00,1900-01-01 06:00:00,12.0,14,13
7604,624,Long,1900-01-01 15:25:00,1900-01-01 06:55:00,15.5,14,13
7607,1014,Long,1900-01-01 18:45:00,1900-01-01 14:00:00,19.25,19,18
7608,1016,Long,1900-01-01 15:45:00,1900-01-01 11:30:00,19.75,19,18
7613,1636,Long,1900-01-01 12:10:00,1900-01-01 23:10:00,11.0,38,37
7614,1641,Long,1900-01-01 02:15:00,1900-01-01 13:15:00,11.0,39,38
7644,597,Long,1900-01-01 20:10:00,1900-01-01 07:45:00,11.583333333333334,11,10
7645,587,Long,1900-01-01 23:00:00,1900-01-01 08:15:00,9.25,10,9
7757,314,Medium,1900-01-01 05:30:00,1900-01-01 10:45:00,5.25,6,5
7758,314,Medium,1900-01-01 17:30:00,1900-01-01 22:50:00,5.333333333333333,6,5
7941,587,Long,1900-01-01 19:00:00,1900-01-01 06:00:00,11.0,12,11
7942,597,Long,1900-01-01 19:00:00,1900-01-01 05:30:00,10.5,13,12
8001,39,Short,1900-01-01 10:10:00,1900-01-01 10:45:00,0.5833333333333334,2,1
8002,39,Short,1900-01-01 18:25:00,1900-01-01 19:10:00,0.75,2,1
8014,12,Short,1900-01-01 08:25:00,1900-01-01 09:05:00,0.6666666666666666,4,3
8017,39,Short,1900-01-01 05:10:00,1900-01-01 06:00:00,0.8333333333333334,6,5
8018,39,Short,1900-01-01 21:40:00,1900-01-01 22:35:00,0.9166666666666666,6,5
8035,120,Short,1900-01-01 12:15:00,1900-01-01 15:10:00,2.9166666666666665,19,18
8036,120,Short,1900-01-01 15:20:00,1900-01-01 18:20:00,3.0,19,18
8051,39,Short,1900-01-01 06:05:00,1900-01-01 06:34:00,0.48333333333333334,3,2
8052,39,Short,1900-01-01 18:35:00,1900-01-01 19:20:00,0.75,5,4
8061,1847,Long,1900-01-01 20:20:00,1900-01-01 06:35:00,10.25,24,23
8062,1838,Long,1900-01-01 12:45:00,1900-01-01 23:20:00,10.583333333333334,24,23
8063,115,Short,1900-01-01 19:00:00,1900-01-01 22:00:00,3.0,17,16
8064,2039,Long,1900-01-01 01:00:00,1900-01-01 09:10:00,8.166666666666666,16,15
8065,115,Short,1900-01-01 15:10:00,1900-01-01 17:50:00,2.6666666666666665,17,16
8082,30,Short,1900-01-01 22:20:00,1900-01-01 22:50:00,0.5,6,5
8087,30,Short,1900-01-01 06:55:00,1900-01-01 07:23:00,0.4666666666666667,6,5
8101,40,Short,1900-01-01 21:15:00,1900-01-01 22:35:00,1.3333333333333333,5,4
8102,40,Short,1900-01-01 20:00:00,1900-01-01 20:55:00,0.9166666666666666,5,4
8301,1567,Long,1900-01-01 09:30:00,1900-01-01 16:40:00,7.166666666666667,15,14
8302,1567,Long,1900-01-01 00:30:00,1900-01-01 06:35:00,6.083333333333333,15,14
8403,495,Medium,1900-01-01 21:25:00,1900-01-01 06:45:00,9.333333333333334,9,8
8404,497,Medium,1900-01-01 19:10:00,1900-01-01 04:00:00,8.833333333333334,9,8
8501,700,Long,1900-01-01 23:00:00,1900-01-01 12:00:00,13.0,13,12
8502,698,Long,1900-01-01 16:30:00,1900-01-01 04:50:00,12.333333333333334,13,12
8511,471,Medium,1900-01-01 15:00:00,1900-01-01 03:00:00,12.0,12,11
8512,471,Medium,1900-01-01 22:15:00,1900-01-01 10:00:00,11.75,12,11
8567,1571,Long,1900-01-01 23:00:00,1900-01-01 03:45:00,4.75,29,28
8568,1578,Long,1900-01-01 05:45:00,1900-01-01 12:30:00,6.75,29,28
8573,760,Long,1900-01-01 22:55:00,1900-01-01 13:25:00,14.5,15,14
8574,759,Long,1900-01-01 15:30:00,1900-01-01 06:50:00,15.333333333333334,15,14
8581,11,Short,1900-01-01 23:30:00,1900-01-01 23:50:00,0.3333333333333333,2,1
8582,11,Short,1900-01-01 04:45:00,1900-01-01 05:00:00,0.25,2,1
8617,1365,Long,1900-01-01 14:05:00,1900-01-01 13:55:00,23.833333333333332,15,14
8618,1356,Long,1900-01-01 22:50:00,1900-01-01 22:30:00,23.666666666666668,15,14
8627,484,Medium,1900-01-01 12:50:00,1900-01-01 22:10:00,9.333333333333334,13,12
8628,481,Medium,1900-01-01 05:45:00,1900-01-01 15:15:00,9.5,14,13
8872,133,Short,1900-01-01 21:30:00,1900-01-01 00:15:00,2.75,17,16
9003,1355,Long,1900-01-01 16:05:00,1900-01-01 06:00:00,13.916666666666666,5,4
9004,1358,Long,1900-01-01 16:15:00,1900-01-01 06:10:00,13.916666666666666,5,4
9005,1373,Long,1900-01-01 16:00:00,1900-01-01 07:55:00,15.916666666666666,4,3
9006,1376,Long,1900-01-01 14:50:00,1900-01-01 06:55:00,16.083333333333332,4,3
9011,1209,Long,1900-01-01 11:15:00,1900-01-01 09:25:00,22.166666666666668,20,19
9012,1211,Long,1900-01-01 14:50:00,1900-01-01 12:45:00,21.916666666666668,20,19
9433,780,Long,1900-01-01 00:25:00,1900-01-01 13:50:00,13.416666666666666,14,13
9434,780,Long,1900-01-01 16:35:00,1900-01-01 06:15:00,13.666666666666666,14,13
9621,1281,Long,1900-01-01 06:30:00,1900-01-01 04:45:00,22.25,12,11
9622,1281,Long,1900-01-01 06:15:00,1900-01-01 03:25:00,21.166666666666668,12,11
9721,429,Medium,1900-01-01 06:15:00,1900-01-01 13:30:00,7.25,12,11
9722,429,Medium,1900-01-01 15:05:00,1900-01-01 22:05:00,7.0,12,11
9761,125,Short,1900-01-01 04:20:00,1900-01-01 07:05:00,2.75,13,12
9809,447,Medium,1900-01-01 21:10:00,1900-01-01 04:20:00,7.166666666666667,11,10
9810,450,Medium,1900-01-01 05:15:00,1900-01-01 13:15:00,8.0,11,10
10103,590,Long,1900-01-01 07:10:00,1900-01-01 18:45:00,11.583333333333334,20,19
10104,594,Long,1900-01-01 09:15:00,1900-01-01 21:40:00,12.416666666666666,20,19
10111,590,Long,1900-01-01 23:05:00,1900-01-01 10:45:00,11.666666666666666,20,19
10112,594,Long,1900-01-01 18:00:00,1900-01-01 05:50:00,11.833333333333334,20,19
10215,726,Long,1900-01-01 21:30:00,1900-01-01 10:55:00,13.416666666666666,13,12
10216,727,Long,1900-01-01 13:50:00,1900-01-01 03:15:00,13.416666666666666,13,12
11001,348,Medium,1900-01-01 05:00:00,1900-01-01 12:15:00,7.25,12,11
11002,348,Medium,1900-01-01 13:00:00,1900-01-01 20:25:00,7.416666666666667,12,11
11003,502,Long,1900-01-01 00:05:00,1900-01-01 10:40:00,10.583333333333334,21,20
11004,504,Long,1900-01-01 18:50:00,1900-01-01 06:45:00,11.916666666666666,21,20
11005,1636,Long,1900-01-01 21:30:00,1900-01-01 07:15:00,9.75,39,38
11006,1639,Long,1900-01-01 20:50:00,1900-01-01 05:40:00,8.833333333333334,38,37
11007,191,Short,1900-01-01 07:00:00,1900-01-01 11:05:00,4.083333333333333,12,11
11008,191,Short,1900-01-01 15:15:00,1900-01-01 19:17:00,4.033333333333333,11,10
11009,191,Short,1900-01-01 14:30:00,1900-01-01 18:40:00,4.166666666666667,12,11
11010,191,Short,1900-01-01 06:05:00,1900-01-01 09:55:00,3.8333333333333335,11,10
11011,723,Long,1900-01-01 12:05:00,1900-01-01 04:45:00,16.666666666666668,16,15
11012,723,Long,1900-01-01 06:30:00,1900-01-01 23:45:00,17.25,16,15
11013,1515,Long,1900-01-01 22:35:00,1900-01-01 07:15:00,8.666666666666666,34,33
11014,1515,Long,1900-01-01 08:55:00,1900-01-01 14:30:00,5.583333333333333,34,33
11015,1678,Long,1900-01-01 22:45:00,1900-01-01 07:05:00,8.333333333333334,47,46
11016,1677,Long,1900-01-01 19:00:00,1900-01-01 04:20:00,9.333333333333334,46,45
11017,1631,Long,1900-01-01 12:05:00,1900-01-01 18:35:00,6.5,30,29
11018,1634,Long,1900-01-01 14:00:00,1900-01-01 23:45:00,9.75,30,29
11019,1941,Long,1900-01-01 15:10:00,1900-01-01 04:15:00,13.083333333333334,39,38
11020,1941,Long,1900-01-01 15:25:00,1900-01-01 03:55:00,12.5,40,39
11021,1843,Long,1900-01-01 21:30:00,1900-01-01 11:45:00,14.25,40,39
11022,1845,Long,1900-01-01 15:00:00,1900-01-01 05:40:00,14.666666666666666,39,38
11023,517,Long,1900-01-01 17:50:00,1900-01-01 06:05:00,12.25,28,27
11024,517,Long,1900-01-01 22:50:00,1900-01-01 11:50:00,13.0,31,30
11025,545,Long,1900-01-01 00:25:00,1900-01-01 12:05:00,11.666666666666666,19,18
11026,545,Long,1900-01-01 11:45:00,1900-01-01 21:50:00,10.083333333333334,19,18
11027,1281,Long,1900-01-01 23:45:00,1900-01-01 03:30:00,3.75,52,51
11028,1283,Long,1900-01-01 23:55:00,1900-01-01 03:45:00,3.8333333333333335,52,51
11029,517,Long,1900-01-01 08:40:00,1900-01-01 20:25:00,11.75,35,34
11030,517,Long,1900-01-01 07:55:00,1900-01-01 20:05:00,12.166666666666666,34,33
11031,108,Short,1900-01-01 10:10:00,1900-01-01 12:20:00,2.1666666666666665,5,4
11032,108,Short,1900-01-01 14:50:00,1900-01-01 17:40:00,2.8333333333333335,5,4
