Train_No,Distance,Route_Type,Start_Time,End_Time,Journey_Duration_Hours
31866,127,Short,1900-01-01 11:05:00,1900-01-01 13:47:00,2.7
31911,119,Short,1900-01-01 04:20:00,1900-01-01 07:02:00,2.7
31912,119,Short,1900-01-01 03:50:00,1900-01-01 06:25:00,2.5833333333333335
31913,119,Short,1900-01-01 07:40:00,1900-01-01 10:28:00,2.8
31914,119,Short,1900-01-01 05:05:00,1900-01-01 07:37:00,2.533333333333333
31915,119,Short,1900-01-01 09:58:00,1900-01-01 12:39:00,2.683333333333333
31916,119,Short,1900-01-01 07:12:00,1900-01-01 09:52:00,2.6666666666666665
31917,119,Short,1900-01-01 12:45:00,1900-01-01 15:40:00,2.9166666666666665
31918,119,Short,1900-01-01 08:52:00,1900-01-01 11:30:00,2.6333333333333333
31919,119,Short,1900-01-01 14:05:00,1900-01-01 16:46:00,2.683333333333333
31920,119,Short,1900-01-01 10:40:00,1900-01-01 13:14:00,2.566666666666667
31921,119,Short,1900-01-01 17:15:00,1900-01-01 19:58:00,2.716666666666667
31922,119,Short,1900-01-01 14:05:00,1900-01-01 17:00:00,2.9166666666666665
31923,119,Short,1900-01-01 18:20:00,1900-01-01 21:04:00,2.7333333333333334
31924,119,Short,1900-01-01 15:35:00,1900-01-01 18:12:00,2.6166666666666667
31925,119,Short,1900-01-01 19:17:00,1900-01-01 21:54:00,2.6166666666666667
31926,119,Short,1900-01-01 19:54:00,1900-01-01 22:35:00,2.683333333333333
31927,119,Short,1900-01-01 20:32:00,1900-01-01 23:15:00,2.716666666666667
31928,119,Short,1900-01-01 21:25:00,1900-01-01 00:02:00,2.6166666666666667
31929,119,Short,1900-01-01 21:30:00,1900-01-01 00:11:00,2.683333333333333
32211,28,Short,1900-01-01 04:07:00,1900-01-01 04:50:00,0.7166666666666667
32212,28,Short,1900-01-01 05:00:00,1900-01-01 05:45:00,0.75
32213,28,Short,1900-01-01 04:57:00,1900-01-01 05:44:00,0.7833333333333333
32214,28,Short,1900-01-01 05:52:00,1900-01-01 06:35:00,0.7166666666666667
32215,28,Short,1900-01-01 05:42:00,1900-01-01 06:25:00,0.7166666666666667
32216,28,Short,1900-01-01 06:35:00,1900-01-01 07:18:00,0.7166666666666667
32217,28,Short,1900-01-01 06:05:00,1900-01-01 06:52:00,0.7833333333333333
32218,28,Short,1900-01-01 07:02:00,1900-01-01 07:46:00,0.7333333333333333
32219,28,Short,1900-01-01 06:42:00,1900-01-01 07:25:00,0.7166666666666667
32220,28,Short,1900-01-01 07:40:00,1900-01-01 08:27:00,0.7833333333333333
32221,28,Short,1900-01-01 07:52:00,1900-01-01 08:35:00,0.7166666666666667
32222,28,Short,1900-01-01 08:44:00,1900-01-01 09:28:00,0.7333333333333333
32223,28,Short,1900-01-01 08:23:00,1900-01-01 09:07:00,0.7333333333333333
32224,28,Short,1900-01-01 09:15:00,1900-01-01 10:00:00,0.75
32225,28,Short,1900-01-01 08:48:00,1900-01-01 09:31:00,0.7166666666666667
32226,28,Short,1900-01-01 09:50:00,1900-01-01 10:35:00,0.75
32227,28,Short,1900-01-01 09:50:00,1900-01-01 10:32:00,0.7
32228,28,Short,1900-01-01 10:58:00,1900-01-01 11:45:00,0.7833333333333333
32229,28,Short,1900-01-01 10:15:00,1900-01-01 11:02:00,0.7833333333333333
32230,28,Short,1900-01-01 11:25:00,1900-01-01 12:10:00,0.75
32231,28,Short,1900-01-01 10:50:00,1900-01-01 11:35:00,0.75
32232,28,Short,1900-01-01 12:08:00,1900-01-01 12:52:00,0.7333333333333333
32233,28,Short,1900-01-01 12:12:00,1900-01-01 12:57:00,0.75
32234,28,Short,1900-01-01 13:10:00,1900-01-01 14:05:00,0.9166666666666666
32235,28,Short,1900-01-01 13:25:00,1900-01-01 14:07:00,0.7
32236,28,Short,1900-01-01 14:22:00,1900-01-01 15:05:00,0.7166666666666667
32237,28,Short,1900-01-01 15:26:00,1900-01-01 16:10:00,0.7333333333333333
32238,28,Short,1900-01-01 16:25:00,1900-01-01 17:07:00,0.7
32239,28,Short,1900-01-01 16:05:00,1900-01-01 16:45:00,0.6666666666666666
32240,28,Short,1900-01-01 17:10:00,1900-01-01 17:55:00,0.75
32241,28,Short,1900-01-01 17:17:00,1900-01-01 18:02:00,0.75
32242,28,Short,1900-01-01 18:10:00,1900-01-01 18:55:00,0.75
32243,28,Short,1900-01-01 18:06:00,1900-01-01 18:49:00,0.7166666666666667
32244,28,Short,1900-01-01 18:30:00,1900-01-01 19:15:00,0.75
32245,28,Short,1900-01-01 19:05:00,1900-01-01 19:50:00,0.75
32246,28,Short,1900-01-01 19:15:00,1900-01-01 19:58:00,0.7166666666666667
32247,28,Short,1900-01-01 21:32:00,1900-01-01 22:15:00,0.7166666666666667
32248,28,Short,1900-01-01 20:32:00,1900-01-01 21:20:00,0.8
32249,28,Short,1900-01-01 22:22:00,1900-01-01 23:07:00,0.75
32250,28,Short,1900-01-01 22:32:00,1900-01-01 23:20:00,0.8
32252,28,Short,1900-01-01 23:45:00,1900-01-01 00:28:00,0.7166666666666667
32411,39,Short,1900-01-01 14:12:00,1900-01-01 15:12:00,1.0
32412,39,Short,1900-01-01 15:23:00,1900-01-01 16:30:00,1.1166666666666667
32413,39,Short,1900-01-01 20:40:00,1900-01-01 21:50:00,1.1666666666666667
32414,39,Short,1900-01-01 22:50:00,1900-01-01 23:50:00,1.0
33061,66,Short,1900-01-01 14:32:00,1900-01-01 16:44:00,2.2
33212,9,Short,1900-01-01 11:33:00,1900-01-01 11:50:00,0.2833333333333333
33231,15,Short,1900-01-01 18:17:00,1900-01-01 18:42:00,0.4166666666666667
33232,15,Short,1900-01-01 18:52:00,1900-01-01 19:17:00,0.4166666666666667
33262,15,Short,1900-01-01 17:12:00,1900-01-01 17:40:00,0.4666666666666667
33271,50,Short,1900-01-01 19:25:00,1900-01-01 20:45:00,1.3333333333333333
33282,67,Short,1900-01-01 16:15:00,1900-01-01 18:05:00,1.8333333333333333
33291,18,Short,1900-01-01 17:50:00,1900-01-01 18:18:00,0.4666666666666667
33311,52,Short,1900-01-01 04:03:00,1900-01-01 05:33:00,1.5
33312,52,Short,1900-01-01 05:10:00,1900-01-01 06:32:00,1.3666666666666667
33313,52,Short,1900-01-01 04:50:00,1900-01-01 06:15:00,1.4166666666666667
33314,52,Short,1900-01-01 09:28:00,1900-01-01 10:46:00,1.3
33315,52,Short,1900-01-01 07:52:00,1900-01-01 09:12:00,1.3333333333333333
33316,52,Short,1900-01-01 19:40:00,1900-01-01 21:04:00,1.4
33317,52,Short,1900-01-01 17:05:00,1900-01-01 18:30:00,1.4166666666666667
33318,52,Short,1900-01-01 22:24:00,1900-01-01 23:40:00,1.2666666666666666
33319,52,Short,1900-01-01 18:10:00,1900-01-01 19:32:00,1.3666666666666667
33320,52,Short,1900-01-01 20:28:00,1900-01-01 21:48:00,1.3333333333333333
33321,52,Short,1900-01-01 19:47:00,1900-01-01 21:10:00,1.3833333333333333
33323,52,Short,1900-01-01 22:13:00,1900-01-01 23:32:00,1.3166666666666667
33325,52,Short,1900-01-01 21:30:00,1900-01-01 22:55:00,1.4166666666666667
33351,22,Short,1900-01-01 15:42:00,1900-01-01 16:15:00,0.55
33357,7,Short,1900-01-01 07:02:00,1900-01-01 07:15:00,0.21666666666666667
33361,54,Short,1900-01-01 07:45:00,1900-01-01 08:55:00,1.1666666666666667
33362,54,Short,1900-01-01 09:25:00,1900-01-01 10:30:00,1.0833333333333333
33363,54,Short,1900-01-01 08:25:00,1900-01-01 09:30:00,1.0833333333333333
33364,54,Short,1900-01-01 20:08:00,1900-01-01 21:22:00,1.2333333333333334
33365,54,Short,1900-01-01 11:30:00,1900-01-01 12:35:00,1.0833333333333333
33366,54,Short,1900-01-01 22:10:00,1900-01-01 23:20:00,1.1666666666666667
33367,54,Short,1900-01-01 17:40:00,1900-01-01 18:48:00,1.1333333333333333
33382,35,Short,1900-01-01 22:15:00,1900-01-01 23:03:00,0.8
33401,24,Short,1900-01-01 18:12:00,1900-01-01 18:57:00,0.75
33402,25,Short,1900-01-01 09:35:00,1900-01-01 10:20:00,0.75
33411,12,Short,1900-01-01 09:28:00,1900-01-01 09:49:00,0.35
33412,12,Short,1900-01-01 10:03:00,1900-01-01 10:25:00,0.36666666666666664
33421,20,Short,1900-01-01 07:32:00,1900-01-01 08:12:00,0.6666666666666666
33422,20,Short,1900-01-01 08:52:00,1900-01-01 09:35:00,0.7166666666666667
33431,24,Short,1900-01-01 08:58:00,1900-01-01 09:45:00,0.7833333333333333
33432,25,Short,1900-01-01 05:16:00,1900-01-01 06:05:00,0.8166666666666667
33433,24,Short,1900-01-01 09:40:00,1900-01-01 10:26:00,0.7666666666666667
33434,25,Short,1900-01-01 08:15:00,1900-01-01 09:02:00,0.7833333333333333
33435,24,Short,1900-01-01 10:22:00,1900-01-01 11:12:00,0.8333333333333334
33436,25,Short,1900-01-01 10:40:00,1900-01-01 11:27:00,0.7833333333333333
33437,24,Short,1900-01-01 10:34:00,1900-01-01 11:22:00,0.8
33438,25,Short,1900-01-01 14:40:00,1900-01-01 15:25:00,0.75
33439,24,Short,1900-01-01 10:56:00,1900-01-01 11:42:00,0.7666666666666667
33440,25,Short,1900-01-01 16:12:00,1900-01-01 16:57:00,0.75
33441,24,Short,1900-01-01 16:16:00,1900-01-01 17:00:00,0.7333333333333333
33443,24,Short,1900-01-01 20:38:00,1900-01-01 21:24:00,0.7666666666666667
33445,24,Short,1900-01-01 21:12:00,1900-01-01 21:56:00,0.7333333333333333
33447,24,Short,1900-01-01 21:25:00,1900-01-01 22:10:00,0.75
33511,77,Short,1900-01-01 05:18:00,1900-01-01 07:28:00,2.1666666666666665
33512,77,Short,1900-01-01 03:03:00,1900-01-01 05:30:00,2.45
33513,77,Short,1900-01-01 06:12:00,1900-01-01 08:18:00,2.1
33514,77,Short,1900-01-01 04:48:00,1900-01-01 06:55:00,2.1166666666666667
33515,77,Short,1900-01-01 07:40:00,1900-01-01 09:55:00,2.25
33516,77,Short,1900-01-01 06:46:00,1900-01-01 08:55:00,2.15
33517,77,Short,1900-01-01 08:20:00,1900-01-01 10:30:00,2.1666666666666665
33518,77,Short,1900-01-01 07:42:00,1900-01-01 09:52:00,2.1666666666666665
33519,77,Short,1900-01-01 09:18:00,1900-01-01 11:30:00,2.2
33520,77,Short,1900-01-01 10:47:00,1900-01-01 13:00:00,2.216666666666667
33521,77,Short,1900-01-01 11:05:00,1900-01-01 13:08:00,2.05
33522,77,Short,1900-01-01 11:32:00,1900-01-01 13:40:00,2.1333333333333333
33523,77,Short,1900-01-01 12:15:00,1900-01-01 14:20:00,2.0833333333333335
33524,77,Short,1900-01-01 12:05:00,1900-01-01 14:10:00,2.0833333333333335
33525,77,Short,1900-01-01 14:17:00,1900-01-01 16:38:00,2.35
33526,77,Short,1900-01-01 13:15:00,1900-01-01 15:18:00,2.05
33527,77,Short,1900-01-01 14:52:00,1900-01-01 17:08:00,2.2666666666666666
33528,77,Short,1900-01-01 13:42:00,1900-01-01 15:47:00,2.0833333333333335
33529,77,Short,1900-01-01 18:00:00,1900-01-01 20:05:00,2.0833333333333335
33530,77,Short,1900-01-01 14:54:00,1900-01-01 17:12:00,2.3
33531,77,Short,1900-01-01 19:45:00,1900-01-01 21:50:00,2.0833333333333335
33532,77,Short,1900-01-01 17:22:00,1900-01-01 19:37:00,2.25
33533,77,Short,1900-01-01 22:15:00,1900-01-01 00:26:00,2.183333333333333
33534,77,Short,1900-01-01 18:02:00,1900-01-01 20:07:00,2.0833333333333335
33536,77,Short,1900-01-01 18:53:00,1900-01-01 21:10:00,2.283333333333333
33538,77,Short,1900-01-01 21:26:00,1900-01-01 23:35:00,2.15
33611,32,Short,1900-01-01 05:02:00,1900-01-01 06:04:00,1.0333333333333334
33612,32,Short,1900-01-01 05:42:00,1900-01-01 06:40:00,0.9666666666666667
33613,32,Short,1900-01-01 07:25:00,1900-01-01 08:25:00,1.0
33614,32,Short,1900-01-01 06:25:00,1900-01-01 07:25:00,1.0
33615,32,Short,1900-01-01 08:30:00,1900-01-01 09:30:00,1.0
33616,32,Short,1900-01-01 07:32:00,1900-01-01 08:32:00,1.0
33617,32,Short,1900-01-01 09:57:00,1900-01-01 10:57:00,1.0
33618,32,Short,1900-01-01 08:45:00,1900-01-01 09:45:00,1.0
33619,32,Short,1900-01-01 16:24:00,1900-01-01 17:25:00,1.0166666666666666
33620,32,Short,1900-01-01 09:43:00,1900-01-01 10:45:00,1.0333333333333334
33621,32,Short,1900-01-01 18:47:00,1900-01-01 19:46:00,0.9833333333333333
33622,32,Short,1900-01-01 11:10:00,1900-01-01 12:05:00,0.9166666666666666
33623,32,Short,1900-01-01 19:50:00,1900-01-01 20:52:00,1.0333333333333334
33624,32,Short,1900-01-01 17:35:00,1900-01-01 18:32:00,0.95
33626,32,Short,1900-01-01 18:45:00,1900-01-01 19:45:00,1.0
33628,32,Short,1900-01-01 20:15:00,1900-01-01 21:15:00,1.0
33630,32,Short,1900-01-01 21:05:00,1900-01-01 22:03:00,0.9666666666666667
33651,47,Short,1900-01-01 04:45:00,1900-01-01 06:03:00,1.3
33652,47,Short,1900-01-01 06:35:00,1900-01-01 07:55:00,1.3333333333333333
33653,47,Short,1900-01-01 06:48:00,1900-01-01 08:08:00,1.3333333333333333
33654,47,Short,1900-01-01 08:55:00,1900-01-01 10:15:00,1.3333333333333333
33655,47,Short,1900-01-01 11:20:00,1900-01-01 12:37:00,1.2833333333333334
33656,47,Short,1900-01-01 12:47:00,1900-01-01 14:03:00,1.2666666666666666
33657,47,Short,1900-01-01 11:57:00,1900-01-01 13:15:00,1.3
33658,47,Short,1900-01-01 13:40:00,1900-01-01 15:00:00,1.3333333333333333
33659,47,Short,1900-01-01 13:32:00,1900-01-01 14:50:00,1.3
33660,47,Short,1900-01-01 14:58:00,1900-01-01 16:15:00,1.2833333333333334
33664,47,Short,1900-01-01 16:35:00,1900-01-01 17:50:00,1.25
33666,47,Short,1900-01-01 20:05:00,1900-01-01 21:27:00,1.3666666666666667
33681,59,Short,1900-01-01 09:10:00,1900-01-01 10:47:00,1.6166666666666667
33682,60,Short,1900-01-01 11:37:00,1900-01-01 13:10:00,1.55
33685,59,Short,1900-01-01 20:23:00,1900-01-01 21:57:00,1.5666666666666667
33686,60,Short,1900-01-01 21:20:00,1900-01-01 22:54:00,1.5666666666666667
33687,59,Short,1900-01-01 14:05:00,1900-01-01 15:40:00,1.5833333333333333
33688,60,Short,1900-01-01 15:55:00,1900-01-01 17:35:00,1.6666666666666667
33711,32,Short,1900-01-01 04:25:00,1900-01-01 05:08:00,0.7166666666666667
33712,32,Short,1900-01-01 04:22:00,1900-01-01 05:08:00,0.7666666666666667
33713,32,Short,1900-01-01 06:22:00,1900-01-01 07:08:00,0.7666666666666667
33714,32,Short,1900-01-01 06:20:00,1900-01-01 07:05:00,0.75
33715,32,Short,1900-01-01 07:22:00,1900-01-01 08:10:00,0.8
33716,32,Short,1900-01-01 07:20:00,1900-01-01 08:05:00,0.75
33717,32,Short,1900-01-01 08:34:00,1900-01-01 09:15:00,0.6833333333333333
33718,32,Short,1900-01-01 09:23:00,1900-01-01 10:09:00,0.7666666666666667
33719,32,Short,1900-01-01 09:27:00,1900-01-01 10:08:00,0.6833333333333333
33720,32,Short,1900-01-01 10:20:00,1900-01-01 11:05:00,0.75
33721,32,Short,1900-01-01 10:22:00,1900-01-01 11:06:00,0.7333333333333333
33722,32,Short,1900-01-01 12:20:00,1900-01-01 13:00:00,0.6666666666666666
33723,32,Short,1900-01-01 11:20:00,1900-01-01 12:05:00,0.75
33724,32,Short,1900-01-01 13:00:00,1900-01-01 13:45:00,0.75
33725,32,Short,1900-01-01 14:20:00,1900-01-01 15:05:00,0.75
33726,32,Short,1900-01-01 14:15:00,1900-01-01 14:57:00,0.7
33727,32,Short,1900-01-01 15:25:00,1900-01-01 16:10:00,0.75
33728,32,Short,1900-01-01 15:20:00,1900-01-01 16:03:00,0.7166666666666667
33729,32,Short,1900-01-01 16:34:00,1900-01-01 17:20:00,0.7666666666666667
33730,32,Short,1900-01-01 16:30:00,1900-01-01 17:12:00,0.7
33731,32,Short,1900-01-01 18:05:00,1900-01-01 18:50:00,0.75
33732,32,Short,1900-01-01 18:00:00,1900-01-01 18:42:00,0.7
33733,32,Short,1900-01-01 18:50:00,1900-01-01 19:32:00,0.7
33734,32,Short,1900-01-01 19:36:00,1900-01-01 20:17:00,0.6833333333333333
33735,32,Short,1900-01-01 19:40:00,1900-01-01 20:26:00,0.7666666666666667
33736,32,Short,1900-01-01 20:54:00,1900-01-01 21:37:00,0.7166666666666667
33737,32,Short,1900-01-01 20:58:00,1900-01-01 21:43:00,0.75
33738,32,Short,1900-01-01 23:09:00,1900-01-01 23:52:00,0.7166666666666667
33739,32,Short,1900-01-01 23:12:00,1900-01-01 23:58:00,0.7666666666666667
33751,52,Short,1900-01-01 12:36:00,1900-01-01 13:45:00,1.15
33752,52,Short,1900-01-01 11:16:00,1900-01-01 12:28:00,1.2
33801,79,Short,1900-01-01 17:30:00,1900-01-01 19:26:00,1.9333333333333333
33802,79,Short,1900-01-01 07:15:00,1900-01-01 09:15:00,2.0
33811,79,Short,1900-01-01 03:15:00,1900-01-01 05:02:00,1.7833333333333334
33812,79,Short,1900-01-01 02:58:00,1900-01-01 05:05:00,2.1166666666666667
33813,79,Short,1900-01-01 04:15:00,1900-01-01 06:08:00,1.8833333333333333
33814,79,Short,1900-01-01 04:25:00,1900-01-01 06:17:00,1.8666666666666667
33815,79,Short,1900-01-01 04:55:00,1900-01-01 06:50:00,1.9166666666666667
33816,79,Short,1900-01-01 05:15:00,1900-01-01 07:05:00,1.8333333333333333
33817,79,Short,1900-01-01 05:56:00,1900-01-01 07:45:00,1.8166666666666667
33818,79,Short,1900-01-01 05:40:00,1900-01-01 07:36:00,1.9333333333333333
33819,79,Short,1900-01-01 07:10:00,1900-01-01 09:10:00,2.0
33820,79,Short,1900-01-01 06:15:00,1900-01-01 08:05:00,1.8333333333333333
33821,79,Short,1900-01-01 08:10:00,1900-01-01 10:05:00,1.9166666666666667
33822,79,Short,1900-01-01 06:50:00,1900-01-01 08:48:00,1.9666666666666666
33823,79,Short,1900-01-01 08:42:00,1900-01-01 10:37:00,1.9166666666666667
33824,79,Short,1900-01-01 08:08:00,1900-01-01 10:05:00,1.95
33825,79,Short,1900-01-01 10:05:00,1900-01-01 12:00:00,1.9166666666666667
33826,79,Short,1900-01-01 08:32:00,1900-01-01 10:30:00,1.9666666666666666
33827,79,Short,1900-01-01 11:28:00,1900-01-01 13:25:00,1.95
33828,79,Short,1900-01-01 09:05:00,1900-01-01 11:05:00,2.0
33829,79,Short,1900-01-01 12:27:00,1900-01-01 14:20:00,1.8833333333333333
33830,79,Short,1900-01-01 10:28:00,1900-01-01 12:30:00,2.033333333333333
33831,79,Short,1900-01-01 12:47:00,1900-01-01 14:40:00,1.8833333333333333
33832,79,Short,1900-01-01 11:30:00,1900-01-01 13:58:00,2.466666666666667
33833,79,Short,1900-01-01 13:55:00,1900-01-01 15:50:00,1.9166666666666667
33834,79,Short,1900-01-01 12:47:00,1900-01-01 14:45:00,1.9666666666666666
33835,79,Short,1900-01-01 15:10:00,1900-01-01 17:05:00,1.9166666666666667
33836,79,Short,1900-01-01 14:12:00,1900-01-01 16:05:00,1.8833333333333333
33837,79,Short,1900-01-01 15:50:00,1900-01-01 17:45:00,1.9166666666666667
33838,79,Short,1900-01-01 14:55:00,1900-01-01 16:48:00,1.8833333333333333
33839,79,Short,1900-01-01 16:42:00,1900-01-01 18:35:00,1.8833333333333333
33840,79,Short,1900-01-01 15:22:00,1900-01-01 17:20:00,1.9666666666666666
33841,79,Short,1900-01-01 17:10:00,1900-01-01 19:05:00,1.9166666666666667
33842,79,Short,1900-01-01 16:55:00,1900-01-01 18:50:00,1.9166666666666667
33843,79,Short,1900-01-01 17:45:00,1900-01-01 19:45:00,2.0
33844,79,Short,1900-01-01 17:30:00,1900-01-01 19:30:00,2.0
33845,79,Short,1900-01-01 18:36:00,1900-01-01 20:30:00,1.9
33846,79,Short,1900-01-01 18:28:00,1900-01-01 20:25:00,1.95
33847,79,Short,1900-01-01 18:55:00,1900-01-01 20:50:00,1.9166666666666667
33848,79,Short,1900-01-01 18:57:00,1900-01-01 20:53:00,1.9333333333333333
33849,79,Short,1900-01-01 19:25:00,1900-01-01 21:25:00,2.0
33850,79,Short,1900-01-01 19:40:00,1900-01-01 21:37:00,1.95
33851,79,Short,1900-01-01 20:05:00,1900-01-01 22:00:00,1.9166666666666667
33852,79,Short,1900-01-01 20:40:00,1900-01-01 22:40:00,2.0
33853,79,Short,1900-01-01 21:02:00,1900-01-01 22:55:00,1.8833333333333333
33854,79,Short,1900-01-01 21:15:00,1900-01-01 23:10:00,1.9166666666666667
33855,79,Short,1900-01-01 21:45:00,1900-01-01 23:40:00,1.9166666666666667
33856,79,Short,1900-01-01 21:35:00,1900-01-01 23:30:00,1.9166666666666667
33857,79,Short,1900-01-01 22:32:00,1900-01-01 00:25:00,1.8833333333333333
33858,79,Short,1900-01-01 22:40:00,1900-01-01 00:30:00,1.8333333333333333
33859,79,Short,1900-01-01 22:58:00,1900-01-01 00:50:00,1.8666666666666667
33860,79,Short,1900-01-01 16:15:00,1900-01-01 18:12:00,1.95
33861,79,Short,1900-01-01 23:40:00,1900-01-01 01:35:00,1.9166666666666667
33863,79,Short,1900-01-01 14:25:00,1900-01-01 16:25:00,2.0
33895,65,Short,1900-01-01 15:32:00,1900-01-01 17:02:00,1.5
33896,65,Short,1900-01-01 18:15:00,1900-01-01 19:50:00,1.5833333333333333
34052,67,Short,1900-01-01 05:52:00,1900-01-01 07:52:00,2.0
34054,67,Short,1900-01-01 18:38:00,1900-01-01 20:42:00,2.066666666666667
34056,82,Short,1900-01-01 11:07:00,1900-01-01 13:40:00,2.55
34062,120,Short,1900-01-01 10:47:00,1900-01-01 14:14:00,3.45
34111,30,Short,1900-01-01 04:40:00,1900-01-01 05:30:00,0.8333333333333334
34112,30,Short,1900-01-01 03:40:00,1900-01-01 04:30:00,0.8333333333333334
34113,30,Short,1900-01-01 05:45:00,1900-01-01 06:42:00,0.95
34114,30,Short,1900-01-01 04:36:00,1900-01-01 05:30:00,0.9
34115,30,Short,1900-01-01 06:35:00,1900-01-01 07:30:00,0.9166666666666666
34116,30,Short,1900-01-01 05:32:00,1900-01-01 06:25:00,0.8833333333333333
34117,30,Short,1900-01-01 08:05:00,1900-01-01 09:02:00,0.95
34118,30,Short,1900-01-01 06:10:00,1900-01-01 07:03:00,0.8833333333333333
34119,30,Short,1900-01-01 08:25:00,1900-01-01 09:20:00,0.9166666666666666
34120,30,Short,1900-01-01 07:20:00,1900-01-01 08:15:00,0.9166666666666666
34121,30,Short,1900-01-01 09:06:00,1900-01-01 09:59:00,0.8833333333333333
34122,30,Short,1900-01-01 08:10:00,1900-01-01 08:58:00,0.8
34123,30,Short,1900-01-01 09:37:00,1900-01-01 10:32:00,0.9166666666666666
34124,30,Short,1900-01-01 08:35:00,1900-01-01 09:26:00,0.85
34125,30,Short,1900-01-01 10:23:00,1900-01-01 11:15:00,0.8666666666666667
34126,30,Short,1900-01-01 09:22:00,1900-01-01 10:15:00,0.8833333333333333
34127,30,Short,1900-01-01 10:55:00,1900-01-01 11:50:00,0.9166666666666666
34128,30,Short,1900-01-01 09:45:00,1900-01-01 10:40:00,0.9166666666666666
34129,30,Short,1900-01-01 11:23:00,1900-01-01 12:20:00,0.95
34130,30,Short,1900-01-01 10:18:00,1900-01-01 11:12:00,0.9
34131,30,Short,1900-01-01 11:58:00,1900-01-01 13:02:00,1.0666666666666667
34132,30,Short,1900-01-01 10:50:00,1900-01-01 11:45:00,0.9166666666666666
34133,30,Short,1900-01-01 12:34:00,1900-01-01 13:28:00,0.9
34134,30,Short,1900-01-01 11:32:00,1900-01-01 12:25:00,0.8833333333333333
34135,30,Short,1900-01-01 12:57:00,1900-01-01 13:52:00,0.9166666666666666
34136,30,Short,1900-01-01 11:56:00,1900-01-01 12:49:00,0.8833333333333333
34137,30,Short,1900-01-01 13:30:00,1900-01-01 14:20:00,0.8333333333333334
34138,30,Short,1900-01-01 12:18:00,1900-01-01 13:10:00,0.8666666666666667
34139,30,Short,1900-01-01 14:20:00,1900-01-01 15:12:00,0.8666666666666667
34140,30,Short,1900-01-01 13:15:00,1900-01-01 14:10:00,0.9166666666666666
34141,30,Short,1900-01-01 14:58:00,1900-01-01 15:52:00,0.9
34142,30,Short,1900-01-01 13:55:00,1900-01-01 14:47:00,0.8666666666666667
34143,30,Short,1900-01-01 15:32:00,1900-01-01 16:25:00,0.8833333333333333
34144,30,Short,1900-01-01 14:32:00,1900-01-01 15:23:00,0.85
34145,30,Short,1900-01-01 16:19:00,1900-01-01 17:08:00,0.8166666666666667
34146,30,Short,1900-01-01 15:08:00,1900-01-01 16:02:00,0.9
34147,30,Short,1900-01-01 17:00:00,1900-01-01 17:50:00,0.8333333333333334
34148,30,Short,1900-01-01 15:57:00,1900-01-01 16:49:00,0.8666666666666667
34149,30,Short,1900-01-01 18:13:00,1900-01-01 19:04:00,0.85
34150,30,Short,1900-01-01 16:30:00,1900-01-01 17:26:00,0.9333333333333333
34151,30,Short,1900-01-01 19:00:00,1900-01-01 19:55:00,0.9166666666666666
34152,30,Short,1900-01-01 17:00:00,1900-01-01 17:55:00,0.9166666666666666
34153,30,Short,1900-01-01 19:28:00,1900-01-01 20:22:00,0.9
34154,30,Short,1900-01-01 17:45:00,1900-01-01 18:40:00,0.9166666666666666
34155,30,Short,1900-01-01 20:12:00,1900-01-01 21:04:00,0.8666666666666667
34156,30,Short,1900-01-01 18:25:00,1900-01-01 19:20:00,0.9166666666666666
34157,30,Short,1900-01-01 20:55:00,1900-01-01 21:49:00,0.9
34158,30,Short,1900-01-01 19:12:00,1900-01-01 20:04:00,0.8666666666666667
34159,30,Short,1900-01-01 21:40:00,1900-01-01 22:35:00,0.9166666666666666
34160,30,Short,1900-01-01 20:35:00,1900-01-01 21:30:00,0.9166666666666666
34161,30,Short,1900-01-01 22:18:00,1900-01-01 23:06:00,0.8
34162,30,Short,1900-01-01 21:15:00,1900-01-01 22:08:00,0.8833333333333333
34163,30,Short,1900-01-01 23:03:00,1900-01-01 23:55:00,0.8666666666666667
34164,30,Short,1900-01-01 22:02:00,1900-01-01 22:55:00,0.8833333333333333
34165,30,Short,1900-01-01 23:55:00,1900-01-01 00:43:00,0.8
34166,30,Short,1900-01-01 23:00:00,1900-01-01 23:48:00,0.8
34311,8,Short,1900-01-01 21:15:00,1900-01-01 21:30:00,0.25
34312,8,Short,1900-01-01 08:55:00,1900-01-01 09:10:00,0.25
34313,8,Short,1900-01-01 22:00:00,1900-01-01 22:15:00,0.25
34331,36,Short,1900-01-01 08:20:00,1900-01-01 09:12:00,0.8666666666666667
34332,36,Short,1900-01-01 18:30:00,1900-01-01 19:25:00,0.9166666666666666
34334,36,Short,1900-01-01 07:15:00,1900-01-01 08:10:00,0.9166666666666666
34351,29,Short,1900-01-01 06:24:00,1900-01-01 07:10:00,0.7666666666666667
34352,28,Short,1900-01-01 04:50:00,1900-01-01 05:32:00,0.7
34353,29,Short,1900-01-01 07:55:00,1900-01-01 08:38:00,0.7166666666666667
34354,29,Short,1900-01-01 05:30:00,1900-01-01 06:12:00,0.7
34355,29,Short,1900-01-01 21:55:00,1900-01-01 22:32:00,0.6166666666666667
34356,29,Short,1900-01-01 05:57:00,1900-01-01 06:38:00,0.6833333333333333
34358,29,Short,1900-01-01 06:40:00,1900-01-01 07:20:00,0.6666666666666666
34360,28,Short,1900-01-01 07:20:00,1900-01-01 08:02:00,0.7
